"name"	"ID"	"Ac_vs_LB_p.val"	"Glc_vs_Ac_p.val"	"Glc_vs_LB_p.val"	"Ac_vs_LB_p.adj"	"Glc_vs_Ac_p.adj"	"Glc_vs_LB_p.adj"	"imputed"	"Ac_vs_LB_significant"	"Glc_vs_Ac_significant"	"Glc_vs_LB_significant"	"significant"	"Ac_vs_LB_log2fc"	"Glc_vs_Ac_log2fc"	"Glc_vs_LB_log2fc"	"Ac_centered"	"Glc_centered"	"LB_centered"
"cysB"	"PP_2327"	0.850967309344337	0.835891385329074	0.984566056312011	0.926	0.936	0.91	FALSE	FALSE	FALSE	FALSE	FALSE	0.0219	-0.0241	-0.00225	0.0153	-0.00878	-0.00654
"cysE"	"PP_0840"	0.6077162375083	0.437119377431394	0.214012202455144	0.918	0.92	0.844	FALSE	FALSE	FALSE	FALSE	FALSE	0.0938	0.144	0.237	-0.0166	0.127	-0.11
"cysH"	"PP_2328"	0.0217003566857128	0.827322837290559	0.0305285197918527	0.815	0.936	0.693	FALSE	FALSE	FALSE	FALSE	FALSE	0.474	-0.0373	0.437	0.17	0.133	-0.304
"cysI"	"PP_2371"	0.32588641499719	0.0225137666003213	0.00495024852445947	0.905	0.783	0.422	FALSE	FALSE	FALSE	FALSE	FALSE	0.107	0.291	0.399	-0.0613	0.23	-0.169
"cysK"	"PP_4571"	0.138680846918141	0.52604002616052	0.0505157267023919	0.884	0.925	0.743	FALSE	FALSE	FALSE	FALSE	FALSE	-0.175	-0.0702	-0.245	-0.0348	-0.105	0.14
"cysM"	"PP_1654"	0.000385386940932333	0.770957494379878	0.00053659922297092	0.369	0.934	0.0808	FALSE	FALSE	FALSE	FALSE	FALSE	1.15	-0.0581	1.1	0.404	0.346	-0.75
"cysQ"	"PP_0261"	0.354791082842671	0.051297989485178	0.0116598889164108	0.907	0.839	0.566	FALSE	FALSE	FALSE	FALSE	FALSE	-0.156	-0.366	-0.522	0.0698	-0.296	0.226
"cysS"	"PP_2905"	0.995601863367712	0.324105478775065	0.326560719523894	0.929	0.912	0.865	FALSE	FALSE	FALSE	FALSE	FALSE	-0.000634	0.117	0.117	-0.0393	0.078	-0.0387
"czrR-1"	"PP_0029"	0.0018356870385111	0.00146993287348563	0.863261539787778	0.609	0.394	0.905	FALSE	FALSE	FALSE	FALSE	FALSE	1.45	-1.51	-0.0556	0.986	-0.521	-0.465
"dacA"	"PP_4803"	0.00380439345202633	0.996869510281877	0.00382517156547016	0.691	0.94	0.375	FALSE	FALSE	FALSE	FALSE	FALSE	-0.437	0.000433	-0.436	-0.146	-0.145	0.291
"dacB"	"PP_2098"	0.075821761947181	0.0042606523307053	0.0878536685511978	0.866	0.588	0.788	FALSE	FALSE	FALSE	FALSE	FALSE	0.326	-0.636	-0.31	0.321	-0.315	-0.00511
"dadX"	"PP_5269"	0.000195330344215836	0.499405968670768	0.000409002425082322	0.254	0.923	0.0601	FALSE	FALSE	FALSE	FALSE	FALSE	-2.1	0.224	-1.88	-0.776	-0.551	1.33
"dapA"	"PP_1237"	0.00315399709752954	0.0764223214570286	0.0618256453558554	0.672	0.859	0.761	FALSE	FALSE	FALSE	FALSE	FALSE	0.459	-0.222	0.237	0.227	0.00501	-0.232
"dapB"	"PP_4725"	0.312223360017338	0.88734344467121	0.378174298895592	0.904	0.938	0.871	FALSE	FALSE	FALSE	FALSE	FALSE	0.124	-0.0168	0.108	0.0471	0.0302	-0.0773
"dapE"	"PP_1525"	0.981693552291791	0.0957186545704049	0.0923316841523854	0.929	0.87	0.792	FALSE	FALSE	FALSE	FALSE	FALSE	0.005	0.4	0.405	-0.132	0.269	-0.137
"dapF"	NA	0.0897568009153178	0.45458368053834	0.283410452771497	0.871	0.921	0.858	FALSE	FALSE	FALSE	FALSE	FALSE	-0.188	0.0762	-0.112	-0.0881	-0.0118	0.0999
"dbpA"	"PP_4952"	0.0895524599589146	0.167141479787714	0.68839221656556	0.871	0.891	0.896	FALSE	FALSE	FALSE	FALSE	FALSE	-0.54	0.424	-0.116	-0.321	0.103	0.219
"dcd"	"PP_1100"	0.160261569657436	0.142162461302699	0.937445344241754	0.888	0.885	0.908	FALSE	FALSE	FALSE	FALSE	FALSE	-0.346	0.364	0.018	-0.236	0.127	0.109
"dctD"	"PP_1401"	0.621346241321376	0.0435359415067495	0.0956885734701841	0.919	0.829	0.794	FALSE	FALSE	FALSE	FALSE	FALSE	-0.4	1.87	1.48	-0.758	1.12	-0.358
"ddl"	"PP_1339"	0.48941366690101	0.914829631372833	0.556079213207736	0.914	0.938	0.887	FALSE	FALSE	FALSE	FALSE	FALSE	0.112	-0.0171	0.095	0.043	0.026	-0.069
"def"	"PP_0068"	0.0130705855976073	0.758468238766143	0.0209729171199532	0.787	0.934	0.648	FALSE	FALSE	FALSE	FALSE	FALSE	-0.314	0.0311	-0.282	-0.115	-0.0838	0.199
"dgkA-2"	"PP_2973"	0.998354302462991	0.206185842206199	0.205558123867787	0.929	0.898	0.842	FALSE	FALSE	FALSE	FALSE	FALSE	0.000273	0.177	0.177	-0.0588	0.118	-0.0591
"dkgB"	"PP_2368"	0.0881277293761041	0.943957532946337	0.0984163434091122	0.871	0.939	0.796	FALSE	FALSE	FALSE	FALSE	FALSE	-0.543	0.0202	-0.522	-0.188	-0.167	0.355
"dnaA"	"PP_0010"	0.141215580223718	0.0347900128365093	0.385592205330522	0.884	0.815	0.872	FALSE	FALSE	FALSE	FALSE	FALSE	-0.244	0.381	0.137	-0.208	0.173	0.0357
"dnaB"	"PP_4873"	0.00177745921729364	0.417484214536658	0.000637925455381941	0.605	0.919	0.0975	FALSE	FALSE	FALSE	FALSE	FALSE	-0.515	-0.0943	-0.609	-0.14	-0.234	0.375
"dnaG"	"PP_0388"	0.57947619589168	0.598472581648928	0.977349635604563	0.917	0.928	0.909	FALSE	FALSE	FALSE	FALSE	FALSE	-0.148	0.14	-0.00748	-0.0959	0.0442	0.0517
"dnaJ"	"PP_4726"	0.0470594551258402	0.0390119331837141	0.905686024713987	0.849	0.822	0.906	FALSE	FALSE	FALSE	FALSE	FALSE	-0.382	0.402	0.0198	-0.262	0.141	0.121
"dnaK"	"PP_4727"	0.0497556837167143	0.0152150640480744	0.456883141817591	0.851	0.749	0.879	FALSE	FALSE	FALSE	FALSE	FALSE	-0.364	0.487	0.123	-0.284	0.203	0.0805
"dnaN"	"PP_0011"	0.0770354343883286	0.0188089126348469	0.382700355650916	0.866	0.768	0.872	FALSE	FALSE	FALSE	FALSE	FALSE	-0.263	0.382	0.119	-0.215	0.167	0.0479
"dnaQ"	"PP_4141"	0.213939581127664	0.701991519842248	0.367375906429062	0.895	0.932	0.87	FALSE	FALSE	FALSE	FALSE	FALSE	0.182	-0.0533	0.128	0.0783	0.025	-0.103
"dnaX"	"PP_4269"	0.00484948685420572	0.00152350318956735	0.40164649230177	0.713	0.401	0.874	FALSE	FALSE	FALSE	FALSE	FALSE	-1.02	1.25	0.232	-0.759	0.496	0.264
"dppA"	"PP_0882"	0.00115255179287059	0.0070268362530558	0.20558835443067	0.546	0.661	0.842	FALSE	FALSE	FALSE	FALSE	FALSE	-0.989	0.717	-0.272	-0.569	0.148	0.421
"dsbC"	"PP_1469"	0.051300264588173	0.0950094602070118	0.698058695040912	0.852	0.869	0.896	FALSE	FALSE	FALSE	FALSE	FALSE	0.514	-0.424	0.0898	0.313	-0.111	-0.201
"dsbG"	"PP_4237"	0.0396178414177748	0.00855772543356089	0.334111557586223	0.842	0.686	0.866	FALSE	FALSE	FALSE	FALSE	FALSE	0.367	-0.52	-0.153	0.296	-0.224	-0.0714
"dsrE"	"PP_3993"	0.683651888013212	0.0205841639959755	0.011017857453403	0.921	0.776	0.558	FALSE	FALSE	FALSE	FALSE	FALSE	-0.0792	-0.543	-0.623	0.155	-0.389	0.234
"dtD"	"PP_5027"	0.153975066342826	0.759962215149466	0.242914997629978	0.887	0.934	0.85	TRUE	FALSE	FALSE	FALSE	FALSE	0.954	-0.191	0.763	0.381	0.191	-0.572
"dut"	"PP_5286"	0.0155816960473743	0.0268813352189915	0.725714310635098	0.797	0.797	0.898	FALSE	FALSE	FALSE	FALSE	FALSE	-0.497	0.438	-0.0584	-0.312	0.127	0.185
"dxr"	NA	0.0176269717191325	0.0514455312402759	0.501063451975127	0.804	0.839	0.883	FALSE	FALSE	FALSE	FALSE	FALSE	1.17	-0.893	0.273	0.686	-0.206	-0.48
"dxs"	"PP_0527"	0.0975863526814667	0.107813415567018	0.949209911839079	0.874	0.875	0.908	FALSE	FALSE	FALSE	FALSE	FALSE	-0.371	0.358	-0.0129	-0.243	0.115	0.128
"ech"	"PP_3358"	0.394075634031921	0.0725807898485862	0.0183683997395778	0.909	0.857	0.631	FALSE	FALSE	FALSE	FALSE	FALSE	0.424	0.977	1.4	-0.184	0.793	-0.608
"efp"	"PP_1858"	0.357470180419557	0.679204667804539	0.19814246759393	0.907	0.931	0.84	FALSE	FALSE	FALSE	FALSE	FALSE	-0.13	-0.0571	-0.187	-0.0243	-0.0814	0.106
"elbB"	"PP_5220"	0.0669830450882444	0.0711714699357507	0.969424819818988	0.862	0.856	0.909	FALSE	FALSE	FALSE	FALSE	FALSE	-0.464	0.456	-0.00862	-0.307	0.149	0.158
"emrA"	"PP_3549"	0.716301239930653	0.167875881915643	0.0955253682710682	0.922	0.891	0.794	FALSE	FALSE	FALSE	FALSE	FALSE	0.103	0.418	0.521	-0.105	0.313	-0.208
"engA"	"PP_0857"	0.363200292940377	0.310118274260008	0.907507767881111	0.907	0.911	0.907	FALSE	FALSE	FALSE	FALSE	FALSE	-0.13	0.147	0.0162	-0.0923	0.0543	0.0381
"engB"	"PP_0124"	0.128555552170646	0.0102334676468763	0.13346557309536	0.882	0.707	0.817	FALSE	FALSE	FALSE	FALSE	FALSE	-0.211	0.419	0.208	-0.21	0.209	0.00104
"eno"	"PP_1612"	0.183010415958397	0.292082377439506	0.0329937655916533	0.891	0.909	0.701	FALSE	FALSE	FALSE	FALSE	FALSE	0.252	0.194	0.446	0.019	0.213	-0.232
"envZ"	"PP_0247"	0.00266398979732238	0.0047074130814158	0.681536853380534	0.653	0.603	0.895	TRUE	FALSE	FALSE	FALSE	FALSE	-2.16	1.95	-0.211	-1.37	0.579	0.79
"epd"	"PP_4964"	0.582057023675826	0.0215949911191279	0.00927605938870346	0.917	0.78	0.53	FALSE	FALSE	FALSE	FALSE	FALSE	0.137	0.687	0.824	-0.183	0.504	-0.321
"era"	"PP_1434"	0.89397353958412	0.962565521607389	0.931149034037074	0.927	0.939	0.908	FALSE	FALSE	FALSE	FALSE	FALSE	0.0215	-0.00757	0.0139	0.00969	0.00212	-0.0118
"estB"	"PP_1296"	0.464861909439219	0.165195386367444	0.467263862092338	0.913	0.891	0.88	FALSE	FALSE	FALSE	FALSE	FALSE	0.214	-0.426	-0.213	0.213	-0.213	-0.000397
"estC"	"PP_1127"	0.742073039626943	0.0783807221704958	0.131382088344384	0.923	0.861	0.816	FALSE	FALSE	FALSE	FALSE	FALSE	-0.0952	0.566	0.471	-0.22	0.346	-0.125
"eutB.1"	"PP_4430"	0.628699011264971	0.326236350158482	0.601172081787494	0.919	0.912	0.891	FALSE	FALSE	FALSE	FALSE	FALSE	-0.252	0.524	0.272	-0.259	0.266	-0.00692
"fabA"	"PP_4174"	0.384954067666284	0.0741106067123449	0.0182367547884753	0.909	0.858	0.63	FALSE	FALSE	FALSE	FALSE	FALSE	-0.102	-0.23	-0.332	0.0424	-0.187	0.145
"fabB"	"PP_4175"	0.0735559756423907	0.0529590363138228	0.835896170453249	0.865	0.841	0.903	FALSE	FALSE	FALSE	FALSE	FALSE	-0.415	0.458	0.043	-0.291	0.167	0.124
"fabD"	"PP_1913"	0.0770288030117726	0.577712976310025	0.0316337783633897	0.866	0.927	0.696	FALSE	FALSE	FALSE	FALSE	FALSE	0.418	0.119	0.537	0.0997	0.219	-0.319
"fabF"	"PP_1916"	0.121405103907773	0.144350163556769	0.910647489538302	0.88	0.886	0.907	FALSE	FALSE	FALSE	FALSE	FALSE	-0.7	0.653	-0.0466	-0.451	0.202	0.249
"fabG"	"PP_1914"	0.034390910434256	0.56808145169076	0.085709230962875	0.836	0.927	0.786	FALSE	FALSE	FALSE	FALSE	FALSE	0.364	-0.0844	0.279	0.149	0.0649	-0.214
"fabG.1"	"PP_0581"	0.00280394019591748	0.0340390311413053	0.12053129743441	0.659	0.814	0.81	FALSE	FALSE	FALSE	FALSE	FALSE	1.09	-0.647	0.439	0.577	-0.0693	-0.508
"fabG.2"	"PP_1852"	0.0610908568500105	0.197817653314454	0.457249233190487	0.858	0.897	0.879	FALSE	FALSE	FALSE	FALSE	FALSE	0.639	-0.411	0.228	0.35	-0.0609	-0.289
"fabZ"	NA	0.323656649183165	0.418966774729625	0.0942776834487564	0.905	0.919	0.793	FALSE	FALSE	FALSE	FALSE	FALSE	-0.265	-0.214	-0.479	-0.0168	-0.231	0.248
"fadB"	"PP_2136"	0.739128941945844	0.701661476588286	0.479576273664145	0.923	0.932	0.881	FALSE	FALSE	FALSE	FALSE	FALSE	-0.0715	-0.0823	-0.154	0.00362	-0.0787	0.0751
"fadB1x"	"PP_2217"	0.0139078852070993	0.0486253913071908	0.000653088946361478	0.791	0.836	0.0999	FALSE	FALSE	FALSE	FALSE	FALSE	-0.359	-0.265	-0.625	-0.0313	-0.297	0.328
"fadD"	"PP_4549"	0.0201959384803529	0.00155663106148038	0.101114289989428	0.811	0.406	0.798	FALSE	FALSE	FALSE	FALSE	FALSE	-0.79	1.29	0.504	-0.695	0.6	0.0954
"fadD2"	"PP_4550"	0.706493755875469	0.364890974547289	0.583605319656989	0.922	0.915	0.889	TRUE	FALSE	FALSE	FALSE	FALSE	0.498	-1.23	-0.728	0.575	-0.652	0.0769
"fadH"	"PP_2008"	0.334163922267128	0.257610174185107	0.852452392105332	0.905	0.905	0.904	FALSE	FALSE	FALSE	FALSE	FALSE	-0.355	0.421	0.0662	-0.258	0.162	0.0961
"fbp"	"PP_5040"	0.0201550383092878	0.464117905604782	0.0651680895287319	0.811	0.922	0.765	FALSE	FALSE	FALSE	FALSE	FALSE	-0.279	0.0735	-0.205	-0.117	-0.0439	0.161
"fda"	"PP_4960"	0.732021354855537	0.082811122286227	0.0480570870755476	0.922	0.863	0.738	FALSE	FALSE	FALSE	FALSE	FALSE	0.0427	0.24	0.282	-0.0656	0.174	-0.108
"fdhA"	"PP_0328"	0.00184271853697231	0.0932611460013963	0.0268133834465358	0.61	0.868	0.678	FALSE	FALSE	FALSE	FALSE	FALSE	1.08	-0.445	0.634	0.508	0.0631	-0.571
"ffh"	"PP_1461"	0.390002538479723	0.910781705657569	0.335776154065672	0.909	0.938	0.866	FALSE	FALSE	FALSE	FALSE	FALSE	0.125	0.0158	0.141	0.0363	0.0521	-0.0884
"fis"	"PP_4821"	0.00212590181392364	0.126400303904913	0.000292001792306143	0.627	0.881	0.0416	FALSE	FALSE	FALSE	FALSE	FALSE	0.562	0.213	0.775	0.117	0.329	-0.446
"fkl"	"PP_0192"	0.68497124992226	0.447550058309394	0.257960084380309	0.921	0.921	0.853	FALSE	FALSE	FALSE	FALSE	FALSE	0.189	0.359	0.549	-0.0567	0.303	-0.246
"fklB-1"	"PP_0684"	0.644884952240299	0.639836952680831	0.994250993223088	0.92	0.93	0.91	FALSE	FALSE	FALSE	FALSE	FALSE	-0.0719	0.073	0.00112	-0.0483	0.0247	0.0236
"fklB-2"	"PP_1714"	0.000280196709782367	0.366023174727019	0.000807460296225732	0.314	0.915	0.124	FALSE	FALSE	FALSE	FALSE	FALSE	-1.13	0.172	-0.955	-0.433	-0.261	0.694
"fkpB"	"PP_0605"	0.370917690826912	0.904172434144597	0.433794186404128	0.908	0.938	0.877	FALSE	FALSE	FALSE	FALSE	FALSE	0.171	-0.0224	0.148	0.0644	0.042	-0.106
"fmt"	"PP_0067"	0.0595882466164269	0.183642016472335	0.477040958344895	0.858	0.894	0.881	FALSE	FALSE	FALSE	FALSE	FALSE	-0.361	0.239	-0.122	-0.2	0.0389	0.161
"folA"	"PP_5132"	0.110251767114801	0.266576808541519	0.561231385529926	0.877	0.906	0.888	FALSE	FALSE	FALSE	FALSE	FALSE	-0.233	0.155	-0.0785	-0.129	0.0255	0.104
"folB"	"PP_0392"	0.942559647337138	0.909191383865606	0.852480554705131	0.928	0.938	0.904	FALSE	FALSE	FALSE	FALSE	FALSE	-0.0107	-0.0169	-0.0276	0.00208	-0.0149	0.0128
"folC"	"PP_1997"	0.204922218055282	0.988480978318764	0.209339412277592	0.894	0.94	0.843	FALSE	FALSE	FALSE	FALSE	FALSE	0.286	-0.00308	0.283	0.0964	0.0933	-0.19
"folD-1"	"PP_1945"	0.247315394675976	0.0747225087697917	0.442943073836356	0.898	0.858	0.878	FALSE	FALSE	FALSE	FALSE	FALSE	-0.51	0.84	0.33	-0.45	0.39	0.0602
"folD-2"	"PP_2265"	0.0867226071161825	0.0555974267259291	0.779182940168945	0.87	0.843	0.901	FALSE	FALSE	FALSE	FALSE	FALSE	-0.367	0.421	0.0542	-0.263	0.158	0.104
"folE"	"PP_1823"	0.131536439500305	0.0169890238739872	0.216229978627411	0.882	0.759	0.844	FALSE	FALSE	FALSE	FALSE	FALSE	-0.203	0.364	0.162	-0.189	0.175	0.0136
"folK-2"	"PP_4698"	0.863989955621738	0.665051435232202	0.548682438808951	0.926	0.931	0.887	FALSE	FALSE	FALSE	FALSE	FALSE	-0.0633	-0.161	-0.224	0.0325	-0.128	0.0958
"folP"	"PP_4717"	0.288344244170069	0.307789716779901	0.057412014525163	0.902	0.91	0.754	FALSE	FALSE	FALSE	FALSE	FALSE	-0.114	-0.109	-0.222	-0.0016	-0.11	0.112
"fpr"	"PP_1638"	0.000721093817461263	0.927813458436798	0.000803624723681193	0.475	0.939	0.123	FALSE	FALSE	FALSE	FALSE	FALSE	0.644	-0.0111	0.633	0.218	0.207	-0.426
"frr"	"PP_1594"	0.245732020470589	0.848807800330555	0.321531358107932	0.898	0.936	0.864	FALSE	FALSE	FALSE	FALSE	FALSE	0.163	-0.0257	0.138	0.0631	0.0374	-0.1
"fruA"	"PP_0795"	0.894547321190803	0.153290027024951	0.125022281194307	0.927	0.888	0.812	FALSE	FALSE	FALSE	FALSE	FALSE	0.033	0.382	0.415	-0.116	0.265	-0.149
"fruB"	"PP_0793"	0.00952139170802103	0.220646813157709	0.0706322396603389	0.766	0.9	0.772	FALSE	FALSE	FALSE	FALSE	FALSE	-0.762	0.296	-0.466	-0.353	-0.0566	0.409
"fruR"	"PP_0792"	7.8270260391602e-05	0.000766287428601406	0.0576464074094604	0.125	0.267	0.755	FALSE	FALSE	FALSE	FALSE	FALSE	1.29	-0.912	0.378	0.734	-0.178	-0.556
"ftsA"	"PP_1341"	0.039178114830791	0.0162578294213553	0.576860205480165	0.842	0.755	0.889	FALSE	FALSE	FALSE	FALSE	FALSE	-0.621	0.766	0.146	-0.462	0.304	0.158
"ftsE"	"PP_5110"	0.509839351396439	0.85090810927299	0.633289093838899	0.915	0.937	0.893	FALSE	FALSE	FALSE	FALSE	FALSE	-0.128	0.0359	-0.0917	-0.0545	-0.0186	0.0731
"ftsH"	"PP_4718"	0.000655684719541084	0.135638000829817	0.00534136476382131	0.459	0.884	0.436	FALSE	FALSE	FALSE	FALSE	FALSE	-1.21	0.367	-0.847	-0.527	-0.16	0.687
"ftsI"	"PP_1331"	0.274764507023474	0.310429475011199	0.930516791335552	0.901	0.911	0.908	FALSE	FALSE	FALSE	FALSE	FALSE	-0.275	0.254	-0.021	-0.176	0.0775	0.0985
"ftsK"	"PP_4004"	0.736351671955371	0.531932826007428	0.768256192926618	0.922	0.925	0.9	TRUE	FALSE	FALSE	FALSE	FALSE	0.464	-0.87	-0.406	0.445	-0.426	-0.0194
"ftsL"	"PP_1330"	0.364883671696102	0.0545966381133533	0.230391114217582	0.907	0.842	0.848	TRUE	FALSE	FALSE	FALSE	FALSE	0.991	-2.33	-1.34	1.11	-1.22	0.117
"ftsQ"	"PP_1340"	0.0163055696442396	0.00882020502865662	0.684936462952383	0.8	0.69	0.896	FALSE	FALSE	FALSE	FALSE	FALSE	-1.03	1.17	0.142	-0.734	0.438	0.296
"ftsY"	"PP_5111"	0.291634951196307	0.889286464435601	0.353081057988482	0.902	0.938	0.868	FALSE	FALSE	FALSE	FALSE	FALSE	-0.174	0.0221	-0.152	-0.0654	-0.0432	0.109
"ftsZ"	"PP_1342"	0.0101541094016095	0.0294012405561182	0.495259715759006	0.771	0.803	0.883	FALSE	FALSE	FALSE	FALSE	FALSE	-0.494	0.389	-0.104	-0.294	0.095	0.199
"fumC"	"PP_0944"	0.000465409252233668	0.000574420068298067	0.854856020197015	0.402	0.216	0.904	FALSE	FALSE	FALSE	FALSE	FALSE	0.981	-0.949	0.0319	0.643	-0.306	-0.338
"fumC-2"	"PP_1755"	0.0305845533410617	0.0534338522503946	0.725099717605023	0.831	0.841	0.898	FALSE	FALSE	FALSE	FALSE	FALSE	0.556	-0.479	0.0767	0.345	-0.134	-0.211
"fur"	"PP_4730"	0.0133148726712812	0.0256975842090841	0.671444343932626	0.788	0.793	0.895	FALSE	FALSE	FALSE	FALSE	FALSE	0.31	-0.267	0.0427	0.192	-0.0748	-0.118
"fusA"	"PP_0451"	0.0431728232260297	0.00582991511596683	0.212674355781932	0.846	0.635	0.843	FALSE	FALSE	FALSE	FALSE	FALSE	-0.65	1.02	0.365	-0.555	0.46	0.095
"fusA.1"	"PP_4111"	0.000525405912450021	0.00037149146593937	0.759816884537373	0.422	0.147	0.9	FALSE	FALSE	FALSE	FALSE	FALSE	0.672	-0.71	-0.0373	0.461	-0.249	-0.212
"fxsA"	"PP_1359"	0.11074342279409	0.399760306457672	0.0283820126604436	0.877	0.918	0.684	TRUE	FALSE	FALSE	FALSE	FALSE	-1.96	-0.971	-2.93	-0.331	-1.3	1.63
"gabD"	"PP_0213"	0.00864825397045441	0.448102233965686	0.0281658440219322	0.76	0.921	0.684	FALSE	FALSE	FALSE	FALSE	FALSE	-0.918	0.21	-0.708	-0.376	-0.166	0.542
"gacA"	"PP_4099"	0.911954081673011	0.604293811337178	0.681766788026423	0.927	0.928	0.895	FALSE	FALSE	FALSE	FALSE	FALSE	-0.0396	0.187	0.148	-0.0756	0.112	-0.036
"gad"	"PP_4281"	0.0680317688443633	0.678881506482714	0.0351931581103231	0.862	0.931	0.708	FALSE	FALSE	FALSE	FALSE	FALSE	-1.92	-0.389	-2.31	-0.51	-0.9	1.41
"galE"	"PP_3129"	0.01667336612285	0.00799923156969022	0.627695284315356	0.801	0.677	0.892	FALSE	FALSE	FALSE	FALSE	FALSE	0.54	-0.63	-0.0895	0.39	-0.24	-0.15
"galU"	"PP_3821"	0.0493237965552772	0.027313392563563	0.709167532172269	0.851	0.798	0.897	FALSE	FALSE	FALSE	FALSE	FALSE	-0.594	0.692	0.0986	-0.429	0.264	0.165
"gap-2"	"PP_2149"	0.0264582767347702	0.480338871942368	0.0822277758899508	0.825	0.922	0.783	FALSE	FALSE	FALSE	FALSE	FALSE	0.402	-0.109	0.293	0.17	0.0615	-0.232
"gatA"	"PP_0931"	0.0352375629515996	0.103550383542158	0.501699814009036	0.837	0.873	0.883	FALSE	FALSE	FALSE	FALSE	FALSE	-0.382	0.276	-0.105	-0.219	0.0569	0.162
"gatB"	"PP_0930"	0.00787744839182896	0.0540003317619527	0.23428054849834	0.753	0.842	0.848	FALSE	FALSE	FALSE	FALSE	FALSE	-0.458	0.292	-0.166	-0.25	0.0421	0.208
"gatC"	NA	0.80008335749782	0.523129495346353	0.380140207019274	0.924	0.925	0.871	FALSE	FALSE	FALSE	FALSE	FALSE	-0.0442	-0.113	-0.157	0.0229	-0.09	0.0671
"gcd"	"PP_1444"	0.500463104388305	0.0211575354271998	0.00753209413728296	0.914	0.778	0.496	FALSE	FALSE	FALSE	FALSE	FALSE	-0.391	-1.6	-1.99	0.403	-1.2	0.794
"gcl"	"PP_4297"	0.000365700159012482	0.0038081188332643	0.0889661219257818	0.36	0.57	0.789	FALSE	FALSE	FALSE	FALSE	FALSE	-1.02	0.69	-0.328	-0.569	0.121	0.449
"gcp"	"PP_0390"	0.00446290214893165	0.0166725620048487	0.383416249400894	0.706	0.757	0.872	FALSE	FALSE	FALSE	FALSE	FALSE	-0.926	0.71	-0.215	-0.545	0.165	0.38
"gcvH"	"PP_5193"	0.886676285761855	0.800550523142326	0.693806566003389	0.927	0.935	0.896	FALSE	FALSE	FALSE	FALSE	FALSE	-0.0235	-0.0416	-0.0651	0.00606	-0.0356	0.0295
"gcvP-2"	"PP_5192"	0.269229479177235	0.0431013053077172	0.255386853172453	0.9	0.829	0.853	TRUE	FALSE	FALSE	FALSE	FALSE	1.84	-3.74	-1.9	1.86	-1.88	0.0197
"gcvT"	"PP_5194"	0.939715622392777	0.55795488761668	0.510174174330638	0.928	0.926	0.884	FALSE	FALSE	FALSE	FALSE	FALSE	0.00925	0.0725	0.0817	-0.0211	0.0514	-0.0303
"gdhA"	"PP_0675"	0.00465370772516701	0.871280466438826	0.00586198641721809	0.71	0.937	0.453	FALSE	FALSE	FALSE	FALSE	FALSE	1.14	-0.0482	1.09	0.394	0.346	-0.741
"ggt-1"	"PP_3535"	0.00167005432776027	0.000588907180848136	0.406731160531497	0.597	0.22	0.874	FALSE	FALSE	FALSE	FALSE	FALSE	0.613	-0.727	-0.114	0.446	-0.28	-0.166
"gidA"	"PP_0004"	0.014069666832703	0.00601783584438178	0.570562322535213	0.791	0.64	0.888	FALSE	FALSE	FALSE	FALSE	FALSE	-0.71	0.843	0.133	-0.517	0.325	0.192
"gidB"	"PP_0003"	0.71179635280519	0.994835891000065	0.716559222590666	0.922	0.94	0.897	FALSE	FALSE	FALSE	FALSE	FALSE	-0.0741	0.00129	-0.0728	-0.0251	-0.0238	0.049
"glcC"	"PP_3744"	0.0157209012978349	0.333945439000916	0.0752295185079834	0.798	0.913	0.777	FALSE	FALSE	FALSE	FALSE	FALSE	-0.615	0.205	-0.409	-0.273	-0.0681	0.341
"glcE"	"PP_3746"	0.00953906120405112	0.036860447547246	0.391674317189013	0.766	0.819	0.873	TRUE	FALSE	FALSE	FALSE	FALSE	-4.02	2.95	-1.06	-2.32	0.63	1.69
"glcG"	"PP_3748"	0.380653126108563	0.0903010322726307	0.0218472702517021	0.908	0.867	0.653	FALSE	FALSE	FALSE	FALSE	FALSE	-0.134	-0.279	-0.413	0.0484	-0.231	0.182
"glgA"	"PP_4050"	0.000410702848171371	0.82235061596055	0.000530359506350863	0.38	0.936	0.0798	TRUE	FALSE	FALSE	FALSE	FALSE	4.66	-0.183	4.48	1.62	1.43	-3.05
"glgB"	"PP_4058"	0.0435846843250647	0.29413052554668	0.235663890604259	0.846	0.909	0.849	FALSE	FALSE	FALSE	FALSE	FALSE	-0.668	0.312	-0.356	-0.326	-0.0148	0.341
"glgP"	"PP_5041"	0.239808748560627	0.0734009840061975	0.448594314521556	0.898	0.857	0.879	FALSE	FALSE	FALSE	FALSE	FALSE	0.522	-0.849	-0.327	0.457	-0.392	-0.0649
"glk"	"PP_1011"	0.0191169787406649	0.00101893784405445	0.0628348404888667	0.808	0.322	0.762	FALSE	FALSE	FALSE	FALSE	FALSE	-0.536	0.931	0.395	-0.489	0.442	0.0473
"glmM"	"PP_4716"	0.00338577418789263	0.0124462205071314	0.380092915662913	0.679	0.728	0.871	FALSE	FALSE	FALSE	FALSE	FALSE	-0.986	0.766	-0.22	-0.584	0.182	0.402
"glmS"	"PP_5409"	0.0218766041063797	0.106588813519317	0.330648724853818	0.815	0.874	0.865	FALSE	FALSE	FALSE	FALSE	FALSE	0.479	-0.306	0.174	0.262	-0.044	-0.218
