"name"	"ID"	"Ac_vs_LB_p.val"	"Glc_vs_Ac_p.val"	"Glc_vs_LB_p.val"	"Ac_vs_LB_p.adj"	"Glc_vs_Ac_p.adj"	"Glc_vs_LB_p.adj"	"imputed"	"Ac_vs_LB_significant"	"Glc_vs_Ac_significant"	"Glc_vs_LB_significant"	"significant"	"Ac_vs_LB_log2fc"	"Glc_vs_Ac_log2fc"	"Glc_vs_LB_log2fc"	"Ac_centered"	"Glc_centered"	"LB_centered"
"PP_1857"	"PP_1857"	0.542338679335931	0.175842980729774	0.0673777042043602	0.916	0.893	0.768	TRUE	FALSE	FALSE	FALSE	FALSE	0.612	1.43	2.05	-0.273	1.16	-0.886
"PP_1860"	"PP_1860"	0.146278009220986	0.0893461931717769	0.751973499232221	0.885	0.866	0.899	TRUE	FALSE	FALSE	FALSE	FALSE	3.07	-3.69	-0.622	2.25	-1.44	-0.816
"PP_1864"	"PP_1864"	0.081851642032055	0.45781763952873	0.258732214777177	0.868	0.921	0.853	TRUE	FALSE	FALSE	FALSE	FALSE	2.01	-0.786	1.23	0.932	0.147	-1.08
"PP_1865"	"PP_2114"	0.42575018808817	0.00337514649517418	0.0108772792690133	0.911	0.549	0.556	FALSE	FALSE	FALSE	FALSE	FALSE	-0.33	1.64	1.31	-0.656	0.982	-0.326
"PP_1866"	"PP_1866"	0.137844751871585	0.050855951761921	0.531170692530481	0.884	0.838	0.886	FALSE	FALSE	FALSE	FALSE	FALSE	-0.236	0.33	0.0935	-0.189	0.141	0.0475
"PP_1867"	"PP_1867"	0.141596957455226	0.0276627214849888	0.316069989365798	0.884	0.799	0.863	FALSE	FALSE	FALSE	FALSE	FALSE	0.771	-1.28	-0.504	0.682	-0.593	-0.0887
"PP_1868"	"PP_1868"	0.129220583167232	0.00619970039019707	0.0778447831461933	0.882	0.644	0.779	FALSE	FALSE	FALSE	FALSE	FALSE	-0.292	0.643	0.35	-0.312	0.331	-0.0192
"PP_1872"	"PP_1872"	0.000252860501080946	0.324508907772856	0.000800879831699905	0.297	0.912	0.123	FALSE	FALSE	FALSE	FALSE	FALSE	-0.849	0.14	-0.709	-0.33	-0.19	0.519
"PP_1873"	"PP_1873"	0.136175676038473	0.44038609843289	0.420569351338248	0.883	0.92	0.876	TRUE	FALSE	FALSE	FALSE	FALSE	1.89	-0.924	0.967	0.938	0.0141	-0.953
"PP_1876"	"PP_1876"	0.00081584513946639	0.0470201872792408	0.0191290522763297	0.494	0.834	0.636	FALSE	FALSE	FALSE	FALSE	FALSE	0.914	-0.406	0.508	0.44	0.0339	-0.474
"PP_1877"	"PP_1877"	0.14964395627173	0.392422674331961	0.507639115536284	0.886	0.917	0.884	FALSE	FALSE	FALSE	FALSE	FALSE	0.34	-0.192	0.147	0.177	-0.0149	-0.162
"PP_1879"	"PP_1879"	0.2016302309821	0.936214364789771	0.178925152004495	0.894	0.939	0.834	TRUE	FALSE	FALSE	FALSE	FALSE	1.31	0.0774	1.38	0.41	0.487	-0.897
"PP_1881"	"PP_1881"	0.0840815276152189	0.0611396776600574	0.84049406644991	0.869	0.848	0.904	FALSE	FALSE	FALSE	FALSE	FALSE	0.622	-0.687	-0.0653	0.436	-0.251	-0.186
"PP_1885"	"PP_1885"	0.311721120169022	0.692666339756115	0.521082080236895	0.904	0.932	0.885	TRUE	FALSE	FALSE	FALSE	FALSE	-1.75	0.662	-1.08	-0.802	-0.141	0.943
"PP_1892"	"PP_1892"	0.888308424215247	0.442752285522952	0.526108843207721	0.927	0.92	0.885	FALSE	FALSE	FALSE	FALSE	FALSE	0.0381	-0.212	-0.174	0.0835	-0.129	0.0454
"PP_1894"	"PP_1894"	0.269104136480733	0.705164932999481	0.448620571878918	0.9	0.932	0.879	FALSE	FALSE	FALSE	FALSE	FALSE	-0.763	0.252	-0.512	-0.338	-0.0867	0.425
"PP_1895"	"PP_1895"	0.711015499305808	0.865116732115284	0.839971085200531	0.922	0.937	0.904	FALSE	FALSE	FALSE	FALSE	FALSE	-0.126	0.0577	-0.0686	-0.0613	-0.00364	0.065
"PP_1899"	"PP_1899"	0.469442117504494	0.0611666306283505	0.191916059485863	0.913	0.848	0.838	FALSE	FALSE	FALSE	FALSE	FALSE	0.221	-0.635	-0.415	0.285	-0.35	0.0647
"PP_1901"	"PP_1901"	0.36950857364316	0.289153557670714	0.857758823683006	0.908	0.909	0.904	FALSE	FALSE	FALSE	FALSE	FALSE	0.104	-0.125	-0.0203	0.0764	-0.0484	-0.0281
"PP_1903"	"PP_1903"	0.857134402988926	0.0292798838493041	0.0220972654153932	0.926	0.803	0.655	FALSE	FALSE	FALSE	FALSE	FALSE	0.027	0.388	0.415	-0.12	0.267	-0.147
"PP_1907"	"PP_1907"	0.672438400518268	0.94828170602858	0.626747481530875	0.921	0.939	0.892	TRUE	FALSE	FALSE	FALSE	FALSE	0.732	0.112	0.843	0.207	0.318	-0.525
"PP_1908"	"PP_1908"	0.186697529588811	0.699408970827698	0.10292348608211	0.892	0.932	0.8	FALSE	FALSE	FALSE	FALSE	FALSE	0.215	0.0595	0.275	0.0519	0.111	-0.163
"PP_1910"	"PP_1910"	0.255190934211298	0.059500431678749	0.356930359214418	0.899	0.847	0.869	FALSE	FALSE	FALSE	FALSE	FALSE	-0.138	0.247	0.11	-0.128	0.119	0.00931
"PP_1918"	"PP_1918"	0.0375324677297001	0.137357406073487	0.420181319724867	0.84	0.884	0.876	TRUE	FALSE	FALSE	FALSE	FALSE	2.91	-1.93	0.989	1.61	-0.312	-1.3
"PP_1922"	"PP_1922"	0.0239122513305494	0.0271954322016769	0.934367617721347	0.82	0.798	0.908	FALSE	FALSE	FALSE	FALSE	FALSE	1.01	-0.977	0.0305	0.661	-0.315	-0.346
"PP_1926"	"PP_1926"	0.00607722017454048	0.125197971880449	0.0786605038017096	0.733	0.881	0.78	FALSE	FALSE	FALSE	FALSE	FALSE	-0.681	0.313	-0.368	-0.331	-0.0186	0.35
"PP_1927"	"PP_1927"	0.84077773253878	0.0362397255176172	0.0498175277290534	0.925	0.818	0.742	FALSE	FALSE	FALSE	FALSE	FALSE	0.0324	-0.395	-0.363	0.142	-0.252	0.11
"PP_1934"	"PP_1934"	0.00278094666728096	0.472193927592751	0.00107845384667759	0.658	0.922	0.161	TRUE	FALSE	FALSE	FALSE	FALSE	2.05	0.358	2.41	0.564	0.922	-1.49
"PP_1938"	"PP_1938"	0.946938225174642	0.934932793713407	0.88225631598846	0.928	0.939	0.905	FALSE	FALSE	FALSE	FALSE	FALSE	0.0211	0.0259	0.0471	-0.0016	0.0243	-0.0227
"PP_1941"	"PP_1941"	0.47311620226229	0.256442274440464	0.650253125721038	0.913	0.905	0.894	TRUE	FALSE	FALSE	FALSE	FALSE	-1.12	1.83	0.703	-0.984	0.843	0.14
"PP_1944"	"PP_1944"	0.00378915458085852	0.000934553356117191	0.300678503560634	0.69	0.305	0.861	FALSE	FALSE	FALSE	FALSE	FALSE	-0.885	1.12	0.24	-0.67	0.455	0.215
"PP_1946"	"PP_1946"	0.20699803708083	0.222116728711319	0.961767564705934	0.894	0.901	0.909	FALSE	FALSE	FALSE	FALSE	FALSE	-0.227	0.219	-0.00814	-0.148	0.0701	0.0783
"PP_1948"	"PP_1948"	0.242329845120435	0.095308855697975	0.54407009076673	0.898	0.869	0.887	FALSE	FALSE	FALSE	FALSE	FALSE	-0.337	0.506	0.169	-0.281	0.225	0.0561
"PP_1953"	"PP_1953"	0.151978456973865	0.109956792089801	0.00999270783667564	0.886	0.875	0.542	FALSE	FALSE	FALSE	FALSE	FALSE	0.314	0.357	0.671	-0.0143	0.343	-0.328
"PP_1958"	"PP_1958"	0.308921656511652	0.0362165992740067	0.188250148156922	0.904	0.818	0.837	FALSE	FALSE	FALSE	FALSE	FALSE	0.254	-0.591	-0.337	0.282	-0.309	0.0276
"PP_1961"	"PP_1961"	0.391092092881312	0.271666142419784	0.790206872158551	0.909	0.907	0.901	FALSE	FALSE	FALSE	FALSE	FALSE	-0.281	0.366	0.0852	-0.216	0.15	0.0653
"PP_1964"	"PP_1964"	0.0305611256354028	0.0155068255446754	0.000504217755072582	0.831	0.75	0.0756	FALSE	FALSE	FALSE	FALSE	FALSE	-0.252	-0.295	-0.548	0.0144	-0.281	0.267
"PP_1967"	"PP_1967"	0.108356235591183	0.020674397728521	0.309984589530831	0.877	0.776	0.862	FALSE	FALSE	FALSE	FALSE	FALSE	0.213	-0.341	-0.128	0.185	-0.156	-0.0286
"PP_1968"	"PP_1968"	0.791335744167447	0.496709048391166	0.353557074937931	0.924	0.923	0.868	FALSE	FALSE	FALSE	FALSE	FALSE	0.0726	0.189	0.262	-0.0388	0.15	-0.111
"PP_1971"	"PP_1971"	0.170579736678656	0.0127337657529946	0.125564230582729	0.889	0.731	0.813	FALSE	FALSE	FALSE	FALSE	FALSE	0.418	-0.894	-0.476	0.438	-0.457	0.0191
"PP_1978"	"PP_1978"	0.15174593601229	0.172565191969962	0.0155367014727937	0.886	0.892	0.608	FALSE	FALSE	FALSE	FALSE	FALSE	-0.306	-0.289	-0.595	-0.00561	-0.295	0.301
"PP_1980"	"PP_1980"	0.279851798718709	0.651609728674495	0.142846279704896	0.901	0.93	0.821	TRUE	FALSE	FALSE	FALSE	FALSE	1.88	0.758	2.63	0.373	1.13	-1.5
"PP_1983"	"PP_1983"	0.126316395313417	0.053755402921551	0.00435285665600914	0.881	0.841	0.399	FALSE	FALSE	FALSE	FALSE	FALSE	-0.429	-0.57	-0.999	0.0468	-0.523	0.476
"PP_1984"	"PP_1984"	0.724360516136414	0.522010261762674	0.331450749500457	0.922	0.925	0.865	FALSE	FALSE	FALSE	FALSE	FALSE	0.0579	0.106	0.164	-0.0161	0.0901	-0.074
"PP_1987"	"PP_1987"	0.000331576219487114	0.0243228039505897	0.0109795903898259	0.343	0.789	0.557	FALSE	FALSE	FALSE	FALSE	FALSE	1.9	-0.869	1.04	0.924	0.0556	-0.98
"PP_1992"	"PP_1992"	0.00140144131890726	0.00477496617996615	0.373886831225127	0.574	0.606	0.871	FALSE	FALSE	FALSE	FALSE	FALSE	-1.14	0.921	-0.222	-0.688	0.233	0.455
"PP_1993"	"PP_1993"	0.062354237733843	0.750075794839154	0.103209160428437	0.859	0.933	0.8	FALSE	FALSE	FALSE	FALSE	FALSE	-0.477	0.0722	-0.404	-0.183	-0.111	0.294
"PP_1998"	"PP_1998"	0.0348056717537178	0.0971430073537097	0.521991211942637	0.837	0.87	0.885	FALSE	FALSE	FALSE	FALSE	FALSE	0.738	-0.544	0.193	0.427	-0.117	-0.31
"PP_2002"	"PP_2002"	0.00742018752914267	0.0316886281999865	0.354804411539166	0.748	0.809	0.868	FALSE	FALSE	FALSE	FALSE	FALSE	0.365	-0.265	0.0996	0.21	-0.0552	-0.155
"PP_2003"	"PP_2003"	0.487734783655317	0.00870913228441226	0.00319125909448159	0.914	0.688	0.342	FALSE	FALSE	FALSE	FALSE	FALSE	-0.301	-1.44	-1.75	0.381	-1.06	0.682
"PP_2006"	"PP_2006"	0.0016289622405653	0.0608624382252858	0.0353036791452728	0.594	0.848	0.708	TRUE	FALSE	FALSE	FALSE	FALSE	5.08	-2.35	2.73	2.48	0.127	-2.6
"PP_2015"	"PP_2015"	0.00528120367133928	0.0613133859346083	0.137229537430381	0.721	0.848	0.818	FALSE	FALSE	FALSE	FALSE	FALSE	-0.48	0.273	-0.207	-0.251	0.0221	0.229
"PP_2016"	"PP_2016"	0.390265107359249	0.0604874378906169	0.0152202388873456	0.909	0.848	0.605	FALSE	FALSE	FALSE	FALSE	FALSE	0.118	0.285	0.403	-0.0556	0.229	-0.173
"PP_2018"	"PP_2018"	0.260149601848972	0.258336661530339	0.0420198989302037	0.9	0.905	0.726	FALSE	FALSE	FALSE	FALSE	FALSE	0.248	0.249	0.497	-0.000344	0.249	-0.248
"PP_2020"	"PP_2020"	0.773980772198914	0.00303369471471616	0.00452012628497149	0.924	0.531	0.406	TRUE	FALSE	FALSE	FALSE	FALSE	0.132	-1.89	-1.76	0.675	-1.22	0.543
"PP_2021"	"PP_2021"	0.0130743887504762	0.039475704683908	0.483980079349955	0.787	0.823	0.882	FALSE	FALSE	FALSE	FALSE	FALSE	0.598	-0.461	0.137	0.353	-0.108	-0.245
"PP_2032"	"PP_2032"	0.0302802703797753	0.450934239411462	0.00932813691333641	0.831	0.921	0.531	FALSE	FALSE	FALSE	FALSE	FALSE	0.906	0.271	1.18	0.212	0.483	-0.695
"PP_2034"	"PP_2034"	0.565578092850892	0.0714009795093863	0.0284994067849342	0.917	0.856	0.685	FALSE	FALSE	FALSE	FALSE	FALSE	0.15	0.522	0.671	-0.124	0.398	-0.274
"PP_2036"	"PP_2036"	0.0154712676577389	0.666822169698678	0.00807918308350449	0.797	0.931	0.508	TRUE	FALSE	FALSE	FALSE	FALSE	3.77	0.545	4.31	1.08	1.62	-2.69
"PP_2037"	"PP_2037"	0.0185848936862763	0.852616044263967	0.0139791937970928	0.807	0.937	0.593	TRUE	FALSE	FALSE	FALSE	FALSE	4.1	0.265	4.36	1.28	1.54	-2.82
"PP_2041"	"PP_2041"	0.987647306168734	0.0352262225208568	0.0360969804342178	0.929	0.816	0.71	FALSE	FALSE	FALSE	FALSE	FALSE	-0.00228	0.363	0.361	-0.122	0.241	-0.12
"PP_2047"	"PP_2047"	0.983203265321511	0.169507217803966	0.174976419852955	0.929	0.892	0.833	TRUE	FALSE	FALSE	FALSE	FALSE	0.0304	-2.12	-2.09	0.716	-1.4	0.686
"PP_2053"	"PP_2053"	0.00483910518035406	0.018521857619952	0.37788131504392	0.713	0.767	0.871	FALSE	FALSE	FALSE	FALSE	FALSE	0.684	-0.52	0.164	0.402	-0.119	-0.283
"PP_2059"	"PP_2059"	0.0408399356113307	0.932781822502113	0.0466734375761049	0.843	0.939	0.736	FALSE	FALSE	FALSE	FALSE	FALSE	0.782	-0.0278	0.754	0.27	0.242	-0.512
"PP_2073"	"PP_2073"	0.2680736709924	0.0857208748895072	0.460359202116988	0.9	0.865	0.88	FALSE	FALSE	FALSE	FALSE	FALSE	0.196	-0.324	-0.128	0.174	-0.151	-0.0229
"PP_2076"	"PP_2076"	0.984737138545256	0.999955532226357	0.984781596534188	0.929	0.94	0.91	FALSE	FALSE	FALSE	FALSE	FALSE	-0.00489	1.43e-05	-0.00488	-0.00164	-0.00162	0.00326
"PP_2081"	"PP_2081"	0.879298890159236	0.742863885768652	0.633010561493379	0.926	0.933	0.893	FALSE	FALSE	FALSE	FALSE	FALSE	-0.0459	-0.0995	-0.145	0.0179	-0.0816	0.0638
"PP_2083"	"PP_2083"	0.0856233529090511	0.0541931606716682	0.773073159055027	0.87	0.842	0.9	TRUE	FALSE	FALSE	FALSE	FALSE	-2.25	2.59	0.341	-1.61	0.977	0.636
"PP_2099"	"PP_2099"	0.000501240903367431	0.731430914841549	0.000750032025225368	0.414	0.933	0.115	FALSE	FALSE	FALSE	FALSE	FALSE	-0.741	0.0459	-0.695	-0.262	-0.216	0.479
"PP_2100"	"PP_2100"	0.27353168378763	0.0738891287926018	0.400984016969106	0.901	0.858	0.874	TRUE	FALSE	FALSE	FALSE	FALSE	-1.36	2.38	1.02	-1.25	1.14	0.111
"PP_2102"	"PP_2102"	0.176260223832434	0.222206055623771	0.876138198142355	0.89	0.901	0.905	FALSE	FALSE	FALSE	FALSE	FALSE	-0.62	0.553	-0.0671	-0.391	0.162	0.229
"PP_2105"	"PP_2105"	0.480189908156509	0.738549016839291	0.309537913286254	0.913	0.933	0.862	FALSE	FALSE	FALSE	FALSE	FALSE	-0.171	-0.0796	-0.25	-0.0303	-0.11	0.14
"PP_2107"	"PP_2107"	0.334247659757114	0.0194542018116232	0.0934922872116244	0.905	0.771	0.793	FALSE	FALSE	FALSE	FALSE	FALSE	0.274	-0.783	-0.509	0.352	-0.43	0.0783
"PP_2113"	"PP_2113"	0.852631561810194	0.859312086077289	0.993185499120516	0.926	0.937	0.91	FALSE	FALSE	FALSE	FALSE	FALSE	0.0792	-0.0756	0.00364	0.0516	-0.024	-0.0276
"PP_2116"	"PP_2116"	0.0400641503553009	0.240914069799634	0.267063352473378	0.843	0.903	0.855	FALSE	FALSE	FALSE	FALSE	FALSE	-0.361	0.186	-0.175	-0.182	0.00362	0.179
"PP_2129"	"PP_2129"	0.000100296781330229	0.00556729933909215	0.00836984983727204	0.154	0.628	0.514	FALSE	FALSE	FALSE	FALSE	FALSE	1.96	-1.02	0.941	0.993	-0.0259	-0.967
"PP_2130"	"PP_2130"	0.695348629523667	0.693085922807329	0.997516275636627	0.921	0.932	0.91	FALSE	FALSE	FALSE	FALSE	FALSE	-0.146	0.147	0.00116	-0.0979	0.0495	0.0484
"PP_2131"	"PP_2131"	0.350841497160963	0.140601552272075	0.0309730564951628	0.907	0.885	0.694	FALSE	FALSE	FALSE	FALSE	FALSE	0.18	0.299	0.479	-0.0393	0.259	-0.22
"PP_2132"	"PP_2132"	0.860009765519295	0.319446659162495	0.249150655231835	0.926	0.912	0.852	FALSE	FALSE	FALSE	FALSE	FALSE	-0.0348	-0.203	-0.238	0.0561	-0.147	0.091
"PP_2138"	"PP_2138"	0.110405884042855	0.179031590281472	0.753424413205651	0.877	0.894	0.899	FALSE	FALSE	FALSE	FALSE	FALSE	0.262	-0.214	0.0472	0.159	-0.0557	-0.103
"PP_2140"	"PP_2140"	0.0452005380964399	0.0232222733719812	0.000921084656703015	0.847	0.786	0.14	FALSE	FALSE	FALSE	FALSE	FALSE	-0.216	-0.256	-0.473	0.0132	-0.243	0.23
"PP_2141"	"PP_2141"	0.0049254885734768	0.00291846384482242	0.707317080692922	0.715	0.524	0.897	FALSE	FALSE	FALSE	FALSE	FALSE	0.694	-0.763	-0.0694	0.486	-0.278	-0.208
"PP_2144"	"PP_2144"	0.682984430084901	0.1740596764408	0.0923227728992357	0.921	0.893	0.792	FALSE	FALSE	FALSE	FALSE	FALSE	-0.0514	-0.182	-0.233	0.0434	-0.138	0.0948
"PP_2146"	"PP_2146"	0.374326381447447	0.761987731652662	0.547410378475381	0.908	0.934	0.887	TRUE	FALSE	FALSE	FALSE	FALSE	0.989	-0.329	0.66	0.44	0.11	-0.55
"PP_2147"	"PP_2147"	0.533834062611424	0.993184668723101	0.539247502095056	0.916	0.94	0.886	FALSE	FALSE	FALSE	FALSE	FALSE	0.0883	-0.0012	0.0871	0.0298	0.0286	-0.0584
"PP_2152"	"PP_2152"	0.284460824915348	0.722790285559397	0.457316915937273	0.902	0.933	0.879	FALSE	FALSE	FALSE	FALSE	FALSE	0.211	-0.0675	0.144	0.0928	0.0253	-0.118
"PP_2153"	"PP_2153"	0.000516170663084224	0.0203388108923877	0.0239444728855868	0.419	0.775	0.665	FALSE	FALSE	FALSE	FALSE	FALSE	0.701	-0.357	0.344	0.353	-0.00444	-0.348
"PP_2158"	"PP_2158"	0.00332727903270343	0.0465337097223405	0.107708340874109	0.677	0.833	0.803	FALSE	FALSE	FALSE	FALSE	FALSE	0.637	-0.36	0.277	0.332	-0.0278	-0.304
"PP_2159"	"PP_2159"	0.00432011807832989	0.608316764661128	0.00213669662662819	0.703	0.928	0.27	FALSE	FALSE	FALSE	FALSE	FALSE	0.946	0.126	1.07	0.273	0.399	-0.672
"PP_2161"	"PP_2161"	0.0108673753237981	0.0894896129488352	0.000851307334897512	0.775	0.867	0.13	FALSE	FALSE	FALSE	FALSE	FALSE	-0.379	-0.221	-0.6	-0.0529	-0.274	0.327
"PP_2164"	"PP_2164"	0.103128780017201	0.690428217193038	0.190535972275772	0.875	0.931	0.837	TRUE	FALSE	FALSE	FALSE	FALSE	3.05	-0.682	2.37	1.24	0.562	-1.81
"PP_2165"	"PP_2165"	0.821278365354417	0.250740245677176	0.179733406365691	0.925	0.904	0.834	FALSE	FALSE	FALSE	FALSE	FALSE	0.0557	0.296	0.352	-0.0801	0.216	-0.136
"PP_2166"	"PP_2166"	0.761980894649707	0.437221452126357	0.291228508900716	0.923	0.92	0.859	FALSE	FALSE	FALSE	FALSE	FALSE	-0.0677	-0.177	-0.245	0.0364	-0.14	0.104
"PP_2169"	"PP_2169"	0.978478146020475	0.200526979871638	0.208692242784141	0.929	0.897	0.842	FALSE	FALSE	FALSE	FALSE	FALSE	-0.00928	0.466	0.457	-0.158	0.308	-0.149
"PP_2173"	"PP_2173"	7.90122465099973e-05	0.000154047107721253	0.498128880740087	0.126	0.0589	0.883	FALSE	FALSE	FALSE	FALSE	FALSE	1.45	-1.32	0.136	0.924	-0.394	-0.53
"PP_2175"	"PP_2175"	0.635132300054003	0.139211604768992	0.0658384683210302	0.919	0.885	0.766	FALSE	FALSE	FALSE	FALSE	FALSE	-0.186	-0.621	-0.807	0.145	-0.476	0.331
"PP_2177"	"PP_2177"	0.804676078910241	0.134131372333344	0.195305079190918	0.924	0.883	0.839	TRUE	FALSE	FALSE	FALSE	FALSE	0.402	-2.63	-2.23	1.01	-1.62	0.609
"PP_2180"	"PP_2180"	0.000806935780545467	0.0990760138388045	0.00923538382243052	0.492	0.871	0.53	TRUE	FALSE	FALSE	FALSE	FALSE	-7.34	2.58	-4.75	-3.31	-0.724	4.03
"PP_2181"	"PP_2181"	0.363635405917233	0.792655649845094	0.252285880548447	0.907	0.935	0.852	FALSE	FALSE	FALSE	FALSE	FALSE	0.154	0.0433	0.197	0.0368	0.0801	-0.117
"PP_2182"	"PP_2182"	0.00888272364779858	0.0134678647200491	0.781695144510716	0.761	0.737	0.901	FALSE	FALSE	FALSE	FALSE	FALSE	-0.406	0.372	-0.0335	-0.259	0.113	0.146
"PP_2183"	"PP_2183"	0.00298232983252346	0.429796385671961	0.00939971963435848	0.666	0.92	0.533	FALSE	FALSE	FALSE	FALSE	FALSE	0.593	-0.116	0.478	0.236	0.121	-0.357
"PP_2184"	"PP_2184"	0.774701340111824	0.311616767356029	0.455127943768089	0.924	0.911	0.879	TRUE	FALSE	FALSE	FALSE	FALSE	-0.396	1.45	1.05	-0.615	0.833	-0.218
"PP_2186"	"PP_2186"	0.00187786624592361	0.239096111655806	0.0106151640279881	0.612	0.903	0.552	FALSE	FALSE	FALSE	FALSE	FALSE	1.37	-0.378	0.995	0.584	0.205	-0.789
"PP_2187"	"PP_2187"	0.103886972486236	0.0868681183692839	0.909268032318944	0.876	0.865	0.907	FALSE	FALSE	FALSE	FALSE	FALSE	0.405	-0.431	-0.0259	0.279	-0.152	-0.126
"PP_2188"	"PP_2188"	0.00309404760013977	0.0088023544111034	0.470127507989846	0.67	0.689	0.881	FALSE	FALSE	FALSE	FALSE	FALSE	-1.39	1.14	-0.249	-0.844	0.297	0.546
"PP_2189"	"PP_2189"	0.108634126524355	0.853843813855539	0.0813293533458006	0.877	0.937	0.783	FALSE	FALSE	FALSE	FALSE	FALSE	0.378	0.0397	0.418	0.113	0.153	-0.266
"PP_2190"	"PP_2190"	0.545005272579588	0.752178514212806	0.767825935615571	0.916	0.934	0.9	FALSE	FALSE	FALSE	FALSE	FALSE	0.107	-0.0552	0.0516	0.054	-0.0012	-0.0528
"PP_2191"	"PP_2191"	0.979842442811294	0.00550398440805623	0.00570663463550451	0.929	0.627	0.448	FALSE	FALSE	FALSE	FALSE	FALSE	0.00756	-1.11	-1.1	0.371	-0.735	0.364
"PP_2195"	"PP_2195"	0.00861155421768531	0.00643847549637676	0.842410165552604	0.759	0.649	0.904	FALSE	FALSE	FALSE	FALSE	FALSE	1.26	-1.34	-0.0742	0.867	-0.47	-0.396
"PP_2197"	"PP_2197"	0.0615424429131802	0.222269290556881	0.416062287054117	0.859	0.901	0.875	TRUE	FALSE	FALSE	FALSE	FALSE	-2.68	1.63	-1.05	-1.44	0.191	1.24
"PP_2198"	"PP_2198"	0.0113346422339097	0.75739507274654	0.0181632195526522	0.778	0.934	0.63	FALSE	FALSE	FALSE	FALSE	FALSE	0.696	-0.0673	0.629	0.255	0.187	-0.442
"PP_2201"	"PP_2201"	0.448410809745297	0.041002007153159	0.138374437227879	0.912	0.826	0.819	FALSE	FALSE	FALSE	FALSE	FALSE	0.271	-0.833	-0.562	0.368	-0.465	0.0968
"PP_2206"	"PP_2206"	0.860540870850184	0.843612183030386	0.710160199459557	0.926	0.936	0.897	FALSE	FALSE	FALSE	FALSE	FALSE	0.0444	0.0499	0.0943	-0.00182	0.0481	-0.0462
"PP_2216"	"PP_2216"	0.0005689590608472	0.167568685291431	0.00370729745906942	0.436	0.891	0.37	FALSE	FALSE	FALSE	FALSE	FALSE	-1.08	0.291	-0.785	-0.456	-0.165	0.62
"PP_2220"	"PP_2220"	0.307493360509505	0.272506027182099	0.0538208810358157	0.904	0.907	0.749	FALSE	FALSE	FALSE	FALSE	FALSE	0.263	0.284	0.547	-0.00713	0.277	-0.27
"PP_2223"	"PP_2223"	0.528305155849403	0.707281241501787	0.325560929820496	0.915	0.932	0.864	FALSE	FALSE	FALSE	FALSE	FALSE	0.0991	0.0585	0.158	0.0135	0.072	-0.0856
"PP_2224"	"PP_2224"	0.0494078699258715	0.111835973303777	0.607771929835354	0.851	0.876	0.891	TRUE	FALSE	FALSE	FALSE	FALSE	-2.72	2.1	-0.624	-1.61	0.49	1.11
"PP_2232"	"PP_2232"	0.000456452996497244	0.2092741782439	0.00233403363345773	0.398	0.899	0.286	FALSE	FALSE	FALSE	FALSE	FALSE	0.971	-0.228	0.743	0.4	0.172	-0.571
"PP_2233"	"PP_2233"	5.80098148684517e-05	0.000108858994355088	0.507000535000759	0.0952	0.0387	0.884	FALSE	FALSE	FALSE	FALSE	FALSE	1.07	-0.98	0.0941	0.685	-0.295	-0.389
"PP_2238"	"PP_2238"	0.10774919271167	0.00699308217393407	0.106613517106498	0.877	0.66	0.802	FALSE	FALSE	FALSE	FALSE	FALSE	-0.41	0.823	0.412	-0.411	0.412	-0.000527
"PP_2245"	"PP_2245"	0.00359023375446825	0.0244464456884885	0.218184120886961	0.685	0.79	0.845	FALSE	FALSE	FALSE	FALSE	FALSE	0.83	-0.561	0.269	0.464	-0.0971	-0.366
"PP_2254"	"PP_2254"	0.0449968581362097	0.199963653719403	0.352536535154367	0.847	0.897	0.868	FALSE	FALSE	FALSE	FALSE	FALSE	0.698	-0.409	0.289	0.369	-0.0401	-0.329
"PP_2259"	"PP_2259"	0.110678309897555	0.173234000257664	0.771133810516005	0.877	0.892	0.9	FALSE	FALSE	FALSE	FALSE	FALSE	-0.755	0.628	-0.126	-0.461	0.167	0.294
"PP_2287"	"PP_2287"	0.960647281693325	0.0745363806820326	0.0689411728235428	0.928	0.858	0.77	FALSE	FALSE	FALSE	FALSE	FALSE	-0.00779	-0.315	-0.323	0.102	-0.213	0.11
"PP_2298"	"PP_2298"	0.244767950138099	0.00673244006186483	0.0434017989387288	0.898	0.655	0.729	FALSE	FALSE	FALSE	FALSE	FALSE	-0.206	0.601	0.395	-0.269	0.332	-0.0631
"PP_2304"	"PP_2304"	0.0927819293995653	0.975507939967352	0.0884100206734664	0.872	0.94	0.789	FALSE	FALSE	FALSE	FALSE	FALSE	-0.252	-0.00416	-0.256	-0.0825	-0.0867	0.169
"PP_2305"	"PP_2305"	0.4117719732075	0.0708769112056889	0.255885317355553	0.91	0.856	0.853	FALSE	FALSE	FALSE	FALSE	FALSE	-0.116	0.28	0.164	-0.132	0.148	-0.016
"PP_2306"	"PP_2306"	0.903936214492712	0.262095701006016	0.22008699169336	0.927	0.906	0.845	FALSE	FALSE	FALSE	FALSE	FALSE	-0.0347	-0.337	-0.372	0.101	-0.236	0.135
"PP_2307"	"PP_2307"	0.00136930312023992	0.00143640763304827	0.96994696715233	0.571	0.39	0.909	FALSE	FALSE	FALSE	FALSE	FALSE	0.976	-0.968	0.00778	0.648	-0.32	-0.328
